ZONEID,TARGETVAR,Day,Month,Year,Hour
9,0.425465090094022,1,1,2012,1
9,0.363850865970577,1,1,2012,2
9,0.297128685499181,1,1,2012,3
9,0.235437947734437,1,1,2012,4
9,0.120903568753952,1,1,2012,5
9,0.0719525757499814,1,1,2012,6
9,0.0906874682500013,1,1,2012,7
9,0.0735108910494236,1,1,2012,8
9,0.0357003643398786,1,1,2012,9
9,0.105737231343134,1,1,2012,10
9,0.149791369308794,1,1,2012,11
9,0.138717969087839,1,1,2012,12
9,0.125443028994619,1,1,2012,13
9,0.0944995355365183,1,1,2012,14
9,0.151380741535075,1,1,2012,15
9,0.183847897807544,1,1,2012,16
9,0.239834267577415,1,1,2012,17
9,0.392613081706386,1,1,2012,18
9,0.426553470253212,1,1,2012,19
9,0.511805305627699,1,1,2012,20
9,0.572864076319804,1,1,2012,21
9,0.549258880007523,1,1,2012,22
9,0.569863568568286,1,1,2012,23
9,0.74586948094437,2,1,2012,0
9,0.849110786759871,2,1,2012,1
9,0.835695879164558,2,1,2012,2
9,0.727546000337838,2,1,2012,3
9,0.609815778197898,2,1,2012,4
9,0.600802121509713,2,1,2012,5
9,0.566121277077395,2,1,2012,6
9,0.450437744091165,2,1,2012,7
9,0.44966129121228,2,1,2012,8
9,0.391284325785758,2,1,2012,9
9,0.340081384875509,2,1,2012,10
9,0.466940040242202,2,1,2012,11
9,0.495310204644214,2,1,2012,12
9,0.37249542114121,2,1,2012,13
9,0.453770432270561,2,1,2012,14
9,0.199462105928326,2,1,2012,15
9,0.0182168048768704,2,1,2012,16
9,0.0,2,1,2012,17
9,0.0,2,1,2012,18
9,0.0496243751639529,2,1,2012,19
9,0.157291268072314,2,1,2012,20
9,0.0352894043668266,2,1,2012,21
9,0.016697650013896,2,1,2012,22
9,0.0445335184231408,2,1,2012,23
9,0.0069656063717123,3,1,2012,0
9,0.0133082467196153,3,1,2012,1
9,0.0052245423687538,3,1,2012,2
9,0.0,3,1,2012,3
9,0.0414799041684524,3,1,2012,4
9,0.0307508452663181,3,1,2012,5
9,0.0060730184922224,3,1,2012,6
9,0.0087561835702048,3,1,2012,7
9,0.0211574385716295,3,1,2012,8
9,0.0145073662914565,3,1,2012,9
9,0.0727771950654817,3,1,2012,10
9,0.0224695382532801,3,1,2012,11
9,0.0053757826751121,3,1,2012,12
9,0.0,3,1,2012,13
9,0.0,3,1,2012,14
9,0.0133415555966109,3,1,2012,15
9,0.372701581934174,3,1,2012,16
9,0.897476622016144,3,1,2012,17
9,0.922948483804857,3,1,2012,18
9,0.92127447642285,3,1,2012,19
9,0.924793970236959,3,1,2012,20
9,0.931658286114206,3,1,2012,21
9,0.942237918243298,3,1,2012,22
9,0.952883246730825,3,1,2012,23
9,0.947152760975426,4,1,2012,0
