ZONEID,U10,V10,U100,V100,Day,Month,Year,Hour
1,2.12460013902668,-2.68196636902142,2.86427959225713,-3.66607576475047,1,1,2012,1
1,2.52169465408196,-1.79696009092255,3.34485867183801,-2.46476146094415,1,1,2012,2
1,2.67220985488329,-0.822516219753058,3.50844801694858,-1.21409293517559,1,1,2012,3
1,2.45750434785786,-0.143642299016967,3.21523251256354,-0.355546414667506,1,1,2012,4
1,2.24589768320187,0.389576113004104,2.95767835330642,0.332700922366452,1,1,2012,5
1,1.98603761593604,0.796304214825287,2.65540599936508,0.882647967088621,1,1,2012,6
1,1.31978650650661,1.44068077823414,1.94670752158503,1.94132314588317,1,1,2012,7
1,-0.122060578816752,2.35890673375924,-0.235427168384711,4.32388465225841,1,1,2012,8
1,-1.38019058080907,2.90362426488939,-3.04814500871146,6.04152004736207,1,1,2012,9
1,-1.71088133080494,2.01393316048682,-4.21364833598713,4.87762817559306,1,1,2012,10
1,-2.13498004365105,1.42577451272237,-5.47085226502028,3.72132926104901,1,1,2012,11
1,-2.34038902356817,0.61785492198437,-6.09520883130734,1.56492940916011,1,1,2012,12
1,-2.21422186995528,0.098265095574062,-5.78557778710152,0.0984039565676574,1,1,2012,13
1,-2.13940696132168,-0.226265599282212,-5.60500684907289,-0.861562778302402,1,1,2012,14
1,-2.0203228759818,-0.455396194863152,-5.185561503997,-1.84593544710984,1,1,2012,15
1,-1.75160897337472,-1.25139077319173,-3.65551998208047,-4.63960135180796,1,1,2012,16
1,-0.978669148083164,-2.61467522756829,-1.48527240715337,-7.57482167334285,1,1,2012,17
1,-0.234061595883627,-3.57591640642736,0.0289196280396382,-8.86453969341122,1,1,2012,18
1,0.24758704668064,-3.91194622039271,1.00592727392492,-9.02507650331039,1,1,2012,19
1,0.371540741458209,-3.72668263474641,1.24593378716673,-8.70617229986203,1,1,2012,20
1,0.431304130011679,-3.92046408639944,1.17517715000818,-8.1876817922147,1,1,2012,21
1,0.522941325793667,-4.34465381353441,1.14291212346388,-7.90999649941613,1,1,2012,22
