ZONEID,U10,V10,U100,V100,Day,Month,Year,Hour
9,2.1932173629214,-4.64916752327488,3.02843499046497,-6.22164822503732,1,1,2012,1
9,2.97014141411652,-3.94431411121827,3.98110235316771,-5.2540885329423,1,1,2012,2
9,3.23885531672361,-3.14448649318666,4.3558295035594,-4.16341446298541,1,1,2012,3
9,3.26098990507674,-2.22881589746358,4.31394157436154,-2.91545770765433,1,1,2012,4
9,2.94003837395625,-2.04014516541459,3.93355389299716,-2.68983840725549,1,1,2012,5
9,2.57658843319774,-1.38767662929935,3.76373796381664,-2.05094529218378,1,1,2012,6
9,1.90192618019412,-0.849347497674246,3.08107792851093,-1.34317320799992,1,1,2012,7
9,0.976257695265918,-0.462636380968869,1.79613739771163,-0.94562766186447,1,1,2012,8
9,0.0970718458793067,-0.532482882224025,0.674220158925631,-0.874036922314838,1,1,2012,9
9,-0.684279122986438,0.366151981485606,-0.856387416088162,0.391817517903647,1,1,2012,10
9,-1.05923904968858,1.74647216787561,-2.38925920349103,1.99610090872039,1,1,2012,11
9,-1.56700650650955,1.71836321005342,-3.25928281399258,1.40168082882345,1,1,2012,12
9,-1.84014732678726,0.72773539347114,-2.64341704416455,-1.0372855026515,1,1,2012,13
9,-1.88264573642529,-0.418343477733892,-1.09073339835729,-3.07219803894103,1,1,2012,14
9,-1.82465311494007,-1.48392851517536,-0.342411203768441,-3.99799646629876,1,1,2012,15
9,-1.66439869526335,-2.0895487882536,-0.814499486890299,-5.10439880479307,1,1,2012,16
9,-1.09244093221829,-2.66024581070427,-0.431847593136851,-6.09473736856297,1,1,2012,17
9,-0.257081567770889,-2.89789427229194,0.637992760700453,-6.97226628213345,1,1,2012,18
9,0.172329446279973,-2.91918893730875,1.41065523847184,-7.26567984346944,1,1,2012,19
9,0.2670654844314,-2.82038169163073,1.6461333269355,-7.1957161661823,1,1,2012,20
9,0.353833070775698,-3.24414552546536,1.48084582253312,-6.84481307157161,1,1,2012,21
9,0.717283011534212,-4.19431347851569,1.43612762784892,-6.48252054112347,1,1,2012,22
9,1.20203049646792,-4.86083649354203,1.84764822956305,-6.88277785769642,1,1,2012,23
9,1.76026481473404,-5.36381648123922,2.53030826486876,-7.43435196468108,2,1,2012,0
9,2.53715457870856,-6.09503323809939,3.62717498188287,-8.46141783164047,2,1,2012,1
9,3.01265208481371,-5.85778358179714,4.2410541216188,-8.05026818005749,2,1,2012,2
9,3.26438605863408,-5.55075461481775,4.58503365645817,-7.60646211083575,2,1,2012,3
9,3.28465449452944,-5.21369939900153,4.63631976180319,-7.16800955270234,2,1,2012,4
9,3.07791644839677,-4.9426173496437,4.43065729895496,-6.85322310070912,2,1,2012,5
9,2.29879777257912,-4.73243360778591,3.48782182695548,-6.84305142964131,2,1,2012,6
9,1.95301825620428,-4.07439356285487,3.332409386516,-6.87035433619174,2,1,2012,7
9,0.95500047271674,-2.92662962844432,2.39682649507037,-6.49882066666233,2,1,2012,8
9,0.333570228164997,-2.76846319090948,1.33380540246437,-6.8478695896208,2,1,2012,9
9,-0.122469579480608,-2.8957575697811,0.36869414733523,-7.32004926761063,2,1,2012,10
9,0.635164554287956,-2.40518787047519,1.60940346351037,-6.36605359167199,2,1,2012,11
9,1.94410014441032,0.322548819630949,3.75616730744764,0.0303214566528214,2,1,2012,12
9,0.357892351239429,2.39351417954564,0.784163404776758,5.72538655240771,2,1,2012,13
9,-0.257862731261614,2.381249937063,-0.802079570642142,5.79765895210003,2,1,2012,14
9,-0.240837245109511,2.36644826510118,-0.630089803222458,5.75964902337296,2,1,2012,15
9,-0.829837992228678,1.97652993513562,-1.90706202216681,4.93039015579218,2,1,2012,16
9,-1.10346187681604,1.69318364329514,-2.89185885308494,3.32326612707849,2,1,2012,17
9,-0.828216517357049,1.83612550395496,-2.53596436447854,2.53790605042194,2,1,2012,18
9,-0.726468969162342,1.87122661175013,-2.34843335301491,2.24560434499966,2,1,2012,19
9,-0.629991214300427,1.41956416445813,-2.10754407033373,1.58283967226564,2,1,2012,20
9,-0.599588560457387,1.72617022652433,-1.33151795107262,1.55821352125937,2,1,2012,21
