ZONEID,TARGETVAR,Day,Month,Year,Hour
1,0.0,1,1,2012,1
1,0.0548791196734229,1,1,2012,2
1,0.110233998070724,1,1,2012,3
1,0.165116055637106,1,1,2012,4
1,0.156940134185841,1,1,2012,5
1,0.168781125506688,1,1,2012,6
1,0.114744853861423,1,1,2012,7
1,0.0854243022705468,1,1,2012,8
1,0.153181090674978,1,1,2012,9
1,0.139272624528741,1,1,2012,10
1,0.0838267061741016,1,1,2012,11
1,0.147824450015415,1,1,2012,12
1,0.138708762688229,1,1,2012,13
1,0.222065590133385,1,1,2012,14
1,0.241048768649564,1,1,2012,15
1,0.245841549573121,1,1,2012,16
1,0.239075272726724,1,1,2012,17
1,0.253453619706413,1,1,2012,18
1,0.302039274946328,1,1,2012,19
1,0.516022917269729,1,1,2012,20
1,0.735457174946228,1,1,2012,21
1,0.618926787176083,1,1,2012,22
1,0.815430868177201,1,1,2012,23
1,0.760454833812776,2,1,2012,0
1,0.439244421492916,2,1,2012,1
1,0.20580771876763,2,1,2012,2
1,0.190019729287579,2,1,2012,3
1,0.803495886379011,2,1,2012,4
1,0.755004215302918,2,1,2012,5
1,0.376750293793242,2,1,2012,6
1,0.567803765754787,2,1,2012,7
1,0.274222340549345,2,1,2012,8
1,0.154684707868872,2,1,2012,9
1,0.0952917945117919,2,1,2012,10
1,0.0874917749914293,2,1,2012,11
1,0.0239521635684953,2,1,2012,12
1,0.0019529422469223,2,1,2012,13
1,0.0594868901551234,2,1,2012,14
1,0.0238670004493282,2,1,2012,15
1,0.0,2,1,2012,16
1,0.0,2,1,2012,17
1,0.0,2,1,2012,18
1,0.0,2,1,2012,19
1,0.0,2,1,2012,20
1,0.030524622607683,2,1,2012,21
1,0.0571374859878579,2,1,2012,22
1,0.033643453785489,2,1,2012,23
1,0.0106104918944591,3,1,2012,0
1,0.191617324331771,3,1,2012,1
1,0.392726241078393,3,1,2012,2
1,0.279485009672134,3,1,2012,3
1,0.129217177639156,3,1,2012,4
1,0.117658111451169,3,1,2012,5
1,0.187388398935202,3,1,2012,6
1,0.209096885654055,3,1,2012,7
1,0.19039563858426,3,1,2012,8
1,0.150831684403205,3,1,2012,9
1,0.132882246456483,3,1,2012,10
1,0.192181183015521,3,1,2012,11
1,0.240390935272278,3,1,2012,12
1,0.341979127901523,3,1,2012,13
1,0.545343469912859,3,1,2012,14
1,0.759890956188456,3,1,2012,15
1,0.828305606381029,3,1,2012,16
1,0.714500501559464,3,1,2012,17
1,0.753124700387136,3,1,2012,18
1,0.696926966595899,3,1,2012,19
1,0.723146304896436,3,1,2012,20
1,0.595996603134925,3,1,2012,21
1,0.409078083980923,3,1,2012,22
1,0.278921148883876,3,1,2012,23
1,0.282398265157372,4,1,2012,0
1,0.318861000786817,4,1,2012,1
