ZONEID,TARGETVAR,Day,Month,Year,Hour
5,0.0,1,1,2012,1
5,0.0147081374652875,1,1,2012,2
5,0.0350977837217199,1,1,2012,3
5,0.0450547107821011,1,1,2012,4
5,0.0501595081126322,1,1,2012,5
5,0.0524919809705251,1,1,2012,6
5,0.0399353066372558,1,1,2012,7
5,0.0414593196873843,1,1,2012,8
5,0.166541211365162,1,1,2012,9
5,0.18933559409341,1,1,2012,10
5,0.167779411195224,1,1,2012,11
5,0.187571803996085,1,1,2012,12
5,0.281207434871675,1,1,2012,13
5,0.335072897408326,1,1,2012,14
5,0.276823573360045,1,1,2012,15
5,0.277813691140809,1,1,2012,16
5,0.246772744196712,1,1,2012,17
5,0.272658203010511,1,1,2012,18
5,0.323212185439146,1,1,2012,19
5,0.494153124429995,1,1,2012,20
5,0.800716506484452,1,1,2012,21
5,0.736655269702897,1,1,2012,22
5,0.732172996838811,1,1,2012,23
5,0.689025248439118,2,1,2012,0
5,0.535971551770568,2,1,2012,1
5,0.0869371339290037,2,1,2012,2
5,0.131564171640706,2,1,2012,3
5,0.518229559312254,2,1,2012,4
5,0.551510189445867,2,1,2012,5
5,0.479504992331769,2,1,2012,6
5,0.655908359153053,2,1,2012,7
5,0.442494603289551,2,1,2012,8
5,0.247957814330036,2,1,2012,9
5,0.173774304963248,2,1,2012,10
5,0.157745448997,2,1,2012,11
5,0.0563789557474208,2,1,2012,12
5,0.0106367788893669,2,1,2012,13
5,0.0916313623489317,2,1,2012,14
5,0.0387216498684229,2,1,2012,15
5,0.0,2,1,2012,16
5,0.0,2,1,2012,17
5,0.0,2,1,2012,18
5,0.0,2,1,2012,19
5,0.0,2,1,2012,20
5,0.0265212723463005,2,1,2012,21
5,0.0944368590084612,2,1,2012,22
5,0.0386007730336338,2,1,2012,23
5,0.013100001066951,3,1,2012,0
5,0.248219339536924,3,1,2012,1
5,0.365651660092875,3,1,2012,2
5,0.281796702135208,3,1,2012,3
5,0.130366349104924,3,1,2012,4
5,0.139132892530956,3,1,2012,5
5,0.174008417818354,3,1,2012,6
5,0.205547882742,3,1,2012,7
5,0.21584300351554,3,1,2012,8
5,0.172546471773684,3,1,2012,9
5,0.192675288891863,3,1,2012,10
5,0.281856335557197,3,1,2012,11
5,0.264886049420066,3,1,2012,12
5,0.363802359823574,3,1,2012,13
5,0.587860981725001,3,1,2012,14
5,0.742620917961288,3,1,2012,15
5,0.806323828174299,3,1,2012,16
5,0.680438641411754,3,1,2012,17
5,0.711725980711821,3,1,2012,18
5,0.620632647536052,3,1,2012,19
5,0.624891763984147,3,1,2012,20
5,0.4688230486837,3,1,2012,21
5,0.365181670300323,3,1,2012,22
5,0.223925497446778,3,1,2012,23
5,0.234286484379009,4,1,2012,0
5,0.328574156219226,4,1,2012,1
5,0.299205878143399,4,1,2012,2
5,0.296910700749191,4,1,2012,3
5,0.254089142863848,4,1,2012,4
5,0.30560430043317,4,1,2012,5
5,0.364376584565708,4,1,2012,6
5,0.402335045655089,4,1,2012,7
5,0.295557729297017,4,1,2012,8
5,0.250893677737184,4,1,2012,9
5,0.268927567374237,4,1,2012,10
5,0.0925747372611899,4,1,2012,11
5,0.0786171211885039,4,1,2012,12
5,0.0661808242209272,4,1,2012,13
5,0.0218760875408221,4,1,2012,14
5,0.0318498052644384,4,1,2012,15
5,0.0293706797782902,4,1,2012,16
5,0.0105674377010071,4,1,2012,17
5,0.0054182620099257,4,1,2012,18
5,0.0,4,1,2012,19
5,0.0,4,1,2012,20
5,0.0,4,1,2012,21
5,0.0,4,1,2012,22
5,0.032697266169717,4,1,2012,23
5,0.0735780412386344,5,1,2012,0
5,0.105580413057967,5,1,2012,1
5,0.138358736685801,5,1,2012,2
5,0.239857743337412,5,1,2012,3
5,0.298247806087309,5,1,2012,4
5,0.230340503173245,5,1,2012,5
5,0.217815736413623,5,1,2012,6
5,0.244541110961247,5,1,2012,7
5,0.193002196728847,5,1,2012,8
5,0.193823791511143,5,1,2012,9
5,0.107745090867032,5,1,2012,10
5,0.06551658877145,5,1,2012,11
5,0.0215913263939577,5,1,2012,12
5,0.0330277978143998,5,1,2012,13
5,0.0449594184547413,5,1,2012,14
5,0.0571013208980974,5,1,2012,15
5,0.0350949303716701,5,1,2012,16
5,0.0395944030385745,5,1,2012,17
5,0.0290507485681497,5,1,2012,18
5,0.0244391025811331,5,1,2012,19
5,0.0618422177975166,5,1,2012,20
5,0.0485280241907975,5,1,2012,21
5,0.0478370883986762,5,1,2012,22
5,0.0820872518100866,5,1,2012,23
5,0.107632136462269,6,1,2012,0
5,0.0906612924075301,6,1,2012,1
5,0.0231543564821036,6,1,2012,2
5,0.0033909169483211,6,1,2012,3
5,0.0254232426732454,6,1,2012,4
5,0.0539559620860874,6,1,2012,5
5,0.139158992447985,6,1,2012,6
5,0.214297901179849,6,1,2012,7
5,0.23135730535615,6,1,2012,8
5,0.215182375933259,6,1,2012,9
5,0.208675271293548,6,1,2012,10
5,0.211288355454005,6,1,2012,11
5,0.264557149020197,6,1,2012,12
5,0.34708280185925,6,1,2012,13
5,0.300711368328959,6,1,2012,14
5,0.260987751572489,6,1,2012,15
5,0.200482171525,6,1,2012,16
5,0.215803513575932,6,1,2012,17
5,0.287420453170224,6,1,2012,18
5,0.279291806169094,6,1,2012,19
5,0.403622597282659,6,1,2012,20
5,0.226704081223622,6,1,2012,21
5,0.211529322725432,6,1,2012,22
5,0.154518729857315,6,1,2012,23
5,0.0866351517253216,7,1,2012,0
5,0.0661571685143695,7,1,2012,1
5,0.133349226369129,7,1,2012,2
5,0.0683900504225744,7,1,2012,3
5,0.032930263189608,7,1,2012,4
5,0.0269984300517336,7,1,2012,5
5,0.0,7,1,2012,6
5,0.0037983668338237,7,1,2012,7
5,0.0702200254886518,7,1,2012,8
5,0.0495981048484678,7,1,2012,9
5,0.0363998412070847,7,1,2012,10
5,0.0161100196943853,7,1,2012,11
5,0.0498759478169992,7,1,2012,12
5,0.091871346622669,7,1,2012,13
5,0.170899865627936,7,1,2012,14
5,0.320859988865453,7,1,2012,15
5,0.312974928691754,7,1,2012,16
5,0.283389323110555,7,1,2012,17
5,0.381725903984867,7,1,2012,18
5,0.362683655318035,7,1,2012,19
5,0.437411522237704,7,1,2012,20
5,0.496738259575068,7,1,2012,21
5,0.47723777989345,7,1,2012,22
5,0.225297129914548,7,1,2012,23
5,0.633433907634945,8,1,2012,0
5,0.548754559993445,8,1,2012,1
5,0.5615213673517,8,1,2012,2
5,0.489409156326984,8,1,2012,3
5,0.467328297083709,8,1,2012,4
5,0.399766711800254,8,1,2012,5
5,0.445221561090449,8,1,2012,6
5,0.52337175306299,8,1,2012,7
5,0.538364917350193,8,1,2012,8
5,0.657466644284783,8,1,2012,9
5,0.764047244207958,8,1,2012,10
5,0.826824080268041,8,1,2012,11
5,0.750541323543797,8,1,2012,12
5,0.743243660281273,8,1,2012,13
5,0.764757420187282,8,1,2012,14
5,0.789950848627754,8,1,2012,15
5,0.690389739561512,8,1,2012,16
5,0.675056569657301,8,1,2012,17
5,0.686217025953563,8,1,2012,18
5,0.655983401728014,8,1,2012,19
5,0.778446858549803,8,1,2012,20
5,0.835003944105542,8,1,2012,21
5,0.830474051645276,8,1,2012,22
5,0.792284038808281,8,1,2012,23
5,0.767640116703185,9,1,2012,0
5,0.791970223437823,9,1,2012,1
5,0.83464953358726,9,1,2012,2
5,0.81711471453386,9,1,2012,3
5,0.815570281699299,9,1,2012,4
5,0.761154042900531,9,1,2012,5
5,0.868416816652633,9,1,2012,6
5,0.844170456007633,9,1,2012,7
5,0.768890654482628,9,1,2012,8
5,0.717147994053471,9,1,2012,9
5,0.817443668068736,9,1,2012,10
5,0.874350923968946,9,1,2012,11
5,0.717054433927447,9,1,2012,12
5,0.610327680845115,9,1,2012,13
5,0.602592711134834,9,1,2012,14
5,0.60153512251807,9,1,2012,15
5,0.656081031995819,9,1,2012,16
5,0.63658904860234,9,1,2012,17
5,0.568916241115455,9,1,2012,18
5,0.598154535015739,9,1,2012,19
5,0.507585171489421,9,1,2012,20
5,0.445283133940311,9,1,2012,21
5,0.599495694555138,9,1,2012,22
5,0.637394554103535,9,1,2012,23
5,0.565075812607528,10,1,2012,0
5,0.539915253484393,10,1,2012,1
5,0.607458831312879,10,1,2012,2
5,0.802377761952522,10,1,2012,3
5,0.63687186500783,10,1,2012,4
5,0.750919809535222,10,1,2012,5
5,0.845744495669902,10,1,2012,6
5,0.783889870847497,10,1,2012,7
5,0.827608507110677,10,1,2012,8
5,0.848101585978038,10,1,2012,9
5,0.787014623902537,10,1,2012,10
5,0.872110624413314,10,1,2012,11
5,0.879525923275004,10,1,2012,12
5,0.762023119127974,10,1,2012,13
5,0.744559570063805,10,1,2012,14
5,0.745155744878669,10,1,2012,15
5,0.706707464010913,10,1,2012,16
5,0.521643988502605,10,1,2012,17
5,0.258230400545735,10,1,2012,18
5,0.664094577937773,10,1,2012,19
5,0.723261091965272,10,1,2012,20
5,0.797025759300361,10,1,2012,21
5,0.845863969740421,10,1,2012,22
5,0.890952107757465,10,1,2012,23
5,0.898055360644532,11,1,2012,0
5,0.884193387590273,11,1,2012,1
5,0.82708777869685,11,1,2012,2
5,0.739134081692485,11,1,2012,3
5,0.717077616732412,11,1,2012,4
5,0.601939017671388,11,1,2012,5
5,0.419695438410381,11,1,2012,6
5,0.392124228888792,11,1,2012,7
5,0.377120453540044,11,1,2012,8
5,0.209648024552966,11,1,2012,9
5,0.144747849721779,11,1,2012,10
5,0.0796340243279282,11,1,2012,11
5,0.14873658335678,11,1,2012,12
5,0.0700750253592151,11,1,2012,13
5,0.0598037250107642,11,1,2012,14
