ZONEID,TARGETVAR,Day,Month,Year,Hour
7,0.0,1,1,2012,1
7,0.014953951509362,1,1,2012,2
7,0.0717848695842388,1,1,2012,3
7,0.0667964556496089,1,1,2012,4
7,0.0347974069985965,1,1,2012,5
7,0.0232350338100729,1,1,2012,6
7,0.0233529062286114,1,1,2012,7
7,0.0008137076555651,1,1,2012,8
7,0.141866452206287,1,1,2012,9
7,0.230076629713693,1,1,2012,10
7,0.210852898055136,1,1,2012,11
7,0.183720554835588,1,1,2012,12
7,0.305268247589796,1,1,2012,13
7,0.407470521978215,1,1,2012,14
7,0.465993414924819,1,1,2012,15
7,0.511984473273106,1,1,2012,16
7,0.464655035512772,1,1,2012,17
7,0.395303573134103,1,1,2012,18
7,0.275459319913635,1,1,2012,19
7,0.535223234188129,1,1,2012,20
7,0.666382781873645,1,1,2012,21
7,0.647159028419153,1,1,2012,22
7,0.576104148302684,1,1,2012,23
7,0.515756194502917,2,1,2012,0
7,0.650565776711017,2,1,2012,1
7,0.371091383949045,2,1,2012,2
7,0.27679765573381,2,1,2012,3
7,0.485338876882478,2,1,2012,4
7,0.605548146632767,2,1,2012,5
7,0.43727947145031,2,1,2012,6
7,0.54215843927502,2,1,2012,7
7,0.335685608802107,2,1,2012,8
7,0.21900473045904,2,1,2012,9
7,0.189804083747482,2,1,2012,10
7,0.102202209000614,2,1,2012,11
7,0.0497627359862271,2,1,2012,12
7,0.0133836197529937,2,1,2012,13
7,0.0834651151913006,2,1,2012,14
7,0.0375958089380511,2,1,2012,15
7,0.0,2,1,2012,16
7,0.0,2,1,2012,17
7,0.0,2,1,2012,18
7,0.0,2,1,2012,19
7,0.0010608299709107,2,1,2012,20
7,0.0238205816140736,2,1,2012,21
7,0.0902786117750274,2,1,2012,22
7,0.0496410928708679,2,1,2012,23
7,0.0182465980795078,3,1,2012,0
7,0.189804127339352,3,1,2012,1
7,0.274120940501586,3,1,2012,2
7,0.201606016061774,3,1,2012,3
7,0.100742208269143,3,1,2012,4
7,0.132132888771811,3,1,2012,5
7,0.196617602127144,3,1,2012,6
7,0.222289792043673,3,1,2012,7
7,0.201240977736019,3,1,2012,8
7,0.170093670647811,3,1,2012,9
7,0.216328015226815,3,1,2012,10
7,0.316340168640384,3,1,2012,11
7,0.26463075048157,3,1,2012,12
7,0.369753069924805,3,1,2012,13
7,0.570994091252695,3,1,2012,14
7,0.74096605339734,3,1,2012,15
7,0.74035770704493,3,1,2012,16
7,0.648254034416742,3,1,2012,17
7,0.668816145487347,3,1,2012,18
7,0.525368071230163,3,1,2012,19
7,0.523299680554411,3,1,2012,20
7,0.39712856859946,3,1,2012,21
7,0.359046121812166,3,1,2012,22
7,0.0449834758475099,3,1,2012,23
7,0.148915628239285,4,1,2012,0
7,0.287626203369939,4,1,2012,1
7,0.258668951868777,4,1,2012,2
7,0.243703579289276,4,1,2012,3
7,0.196982575065093,4,1,2012,4
7,0.232266685300739,4,1,2012,5
7,0.286774548990878,4,1,2012,6
7,0.396398600927627,4,1,2012,7
7,0.261345667101002,4,1,2012,8
7,0.247840338844843,4,1,2012,9
7,0.225331589193523,4,1,2012,10
7,0.0845601429848236,4,1,2012,11
7,0.080666713251846,4,1,2012,12
7,0.076164958962395,4,1,2012,13
7,0.0434359862314206,4,1,2012,14
7,0.0766516404035091,4,1,2012,15
7,0.0614429597973536,4,1,2012,16
7,0.0150869938989254,4,1,2012,17
7,0.0125319217820601,4,1,2012,18
7,0.0,4,1,2012,19
7,0.0,4,1,2012,20
7,0.0,4,1,2012,21
7,0.0011901234595886,4,1,2012,22
7,0.0402725023743402,4,1,2012,23
7,0.0648497080892172,5,1,2012,0
7,0.083708510401696,5,1,2012,1
7,0.141988095321647,5,1,2012,2
7,0.221316472753316,5,1,2012,3
7,0.273390929237883,5,1,2012,4
7,0.20866284246809,5,1,2012,5
7,0.19089913333694,5,1,2012,6
7,0.212312942378478,5,1,2012,7
7,0.196860910153798,5,1,2012,8
7,0.197955959743256,5,1,2012,9
7,0.0980654276491119,5,1,2012,10
7,0.0621729928569926,5,1,2012,11
7,0.0420975632275021,5,1,2012,12
7,0.054872836628087,5,1,2012,13
7,0.0750699529648075,5,1,2012,14
7,0.110475749907684,5,1,2012,15
7,0.0625380529786828,5,1,2012,16
7,0.0517094181588127,5,1,2012,17
7,0.0366224460558229,5,1,2012,18
7,0.0191020885431976,5,1,2012,19
7,0.0429492611984356,5,1,2012,20
7,0.0391774745808174,5,1,2012,21
7,0.036865819470283,5,1,2012,22
