ZONEID,TARGETVAR,Day,Month,Year,Hour
3,0.268101298731993,1,1,2012,1
3,0.0345422531050212,1,1,2012,2
3,0.020621358764373,1,1,2012,3
3,0.0018671488164876,1,1,2012,4
3,0.0151735384833552,1,1,2012,5
3,0.0129045981493955,1,1,2012,6
3,0.0223112466172699,1,1,2012,7
3,0.0149253731343284,1,1,2012,8
3,0.0964654163860035,1,1,2012,9
3,0.284444759575046,1,1,2012,10
3,0.462899280320488,1,1,2012,11
3,0.594852341617329,1,1,2012,12
3,0.505560085557958,1,1,2012,13
3,0.616560900958391,1,1,2012,14
3,0.825197055104524,1,1,2012,15
3,0.974568960423536,1,1,2012,16
3,0.944162796468962,1,1,2012,17
3,0.898583094031032,1,1,2012,18
3,0.961900710225594,1,1,2012,19
3,0.95066236513395,1,1,2012,20
3,0.949137920847071,1,1,2012,21
3,0.881128797816145,1,1,2012,22
3,0.910081421869277,1,1,2012,23
3,0.917266399593481,2,1,2012,0
3,0.741577149880054,2,1,2012,1
3,0.43029508041739,2,1,2012,2
3,0.198863166353505,2,1,2012,3
3,0.0781129979555902,2,1,2012,4
3,0.0745441438886329,2,1,2012,5
3,0.0267073185143167,2,1,2012,6
3,0.120702898807625,2,1,2012,7
3,0.381371054466385,2,1,2012,8
3,0.785656042826249,2,1,2012,9
3,0.922950567825954,2,1,2012,10
3,0.842285011994658,2,1,2012,11
3,0.804575696340152,2,1,2012,12
3,0.625435766535494,2,1,2012,13
3,0.482327081930017,2,1,2012,14
3,0.227815790406637,2,1,2012,15
3,0.387279753252739,2,1,2012,16
3,0.474645773507758,2,1,2012,17
3,0.645844412143557,2,1,2012,18
3,0.377790383001855,2,1,2012,19
3,0.719194998877347,2,1,2012,20
3,0.5751645572612,2,1,2012,21
3,0.605594356010919,2,1,2012,22
3,0.381453776249395,2,1,2012,23
3,0.391309485825032,3,1,2012,0
3,0.398671724512827,3,1,2012,1
3,0.407782938041384,3,1,2012,2
3,0.288923553255103,3,1,2012,3
3,0.159511232436392,3,1,2012,4
3,0.0271209274293615,3,1,2012,5
3,0.0,3,1,2012,6
3,0.0130582243178407,3,1,2012,7
3,0.193060824145307,3,1,2012,8
3,0.504508337173988,3,1,2012,9
3,0.454768910790466,3,1,2012,10
3,0.395268314011888,3,1,2012,11
3,0.430897767693598,3,1,2012,12
3,0.277767929946467,3,1,2012,13
3,0.208187093038371,3,1,2012,14
3,0.515226716772432,3,1,2012,15
3,0.678070455324328,3,1,2012,16
3,0.613299299228323,3,1,2012,17
3,0.289325344772574,3,1,2012,18
3,0.234468985240071,3,1,2012,19
3,0.195046146937522,3,1,2012,20
3,0.153378003096158,3,1,2012,21
3,0.156296900296617,3,1,2012,22
3,0.263693409437374,3,1,2012,23
3,0.258990085203436,4,1,2012,0
3,0.187601186466717,4,1,2012,1
3,0.166672575365453,4,1,2012,2
3,0.180640739296392,4,1,2012,3
3,0.140686118103071,4,1,2012,4
3,0.120123846326562,4,1,2012,5
3,0.129648668770163,4,1,2012,6
3,0.314224601458266,4,1,2012,7
3,0.422873754741731,4,1,2012,8
3,0.533342787251392,4,1,2012,9
3,0.58376762269413,4,1,2012,10
3,0.595797733423146,4,1,2012,11
3,0.65624372200754,4,1,2012,12
3,0.621583294926791,4,1,2012,13
3,0.717150589097269,4,1,2012,14
3,0.785608773235958,4,1,2012,15
3,0.749849328180948,4,1,2012,16
3,0.791919263539784,4,1,2012,17
3,0.696529230332896,4,1,2012,18
3,0.637903120974698,4,1,2012,19
