ZONEID,TARGETVAR,Day,Month,Year,Hour
6,0.378229363579079,1,1,2012,1
6,0.0630119722747321,1,1,2012,2
6,0.0367044738500316,1,1,2012,3
6,0.0343415248897291,1,1,2012,4
6,0.0335538752362949,1,1,2012,5
6,0.0094517958412098,1,1,2012,6
6,0.0051984877126654,1,1,2012,7
6,0.0086641461877756,1,1,2012,8
6,0.0080340264650283,1,1,2012,9
6,0.0148078134845621,1,1,2012,10
6,0.0915248897290486,1,1,2012,11
6,0.0860113421550095,1,1,2012,12
6,0.0927851291745431,1,1,2012,13
6,0.628859483301828,1,1,2012,14
6,0.923282923755514,1,1,2012,15
6,0.918714555765595,1,1,2012,16
6,0.91304347826087,1,1,2012,17
6,0.801984877126654,1,1,2012,18
6,0.84593572778828,1,1,2012,19
6,0.926118462507877,1,1,2012,20
6,0.922495274102079,1,1,2012,21
6,0.880592312539382,1,1,2012,22
6,0.892722117202268,1,1,2012,23
6,0.982514177693762,2,1,2012,0
6,0.879489603024575,2,1,2012,1
6,0.506143667296786,2,1,2012,2
6,0.0649023314429741,2,1,2012,3
6,0.0217391304347826,2,1,2012,4
6,0.0274102079395085,2,1,2012,5
6,0.0318210459987397,2,1,2012,6
6,0.0705734089477,2,1,2012,7
6,0.159735349716446,2,1,2012,8
6,0.39965343415249,2,1,2012,9
6,0.456679269061121,2,1,2012,10
6,0.453056080655325,2,1,2012,11
6,0.502047889098928,2,1,2012,12
6,0.511814744801512,2,1,2012,13
6,0.307971014492754,2,1,2012,14
6,0.162728418399496,2,1,2012,15
6,0.233459357277883,2,1,2012,16
6,0.193289224952741,2,1,2012,17
6,0.254883427851291,2,1,2012,18
6,0.143509766855703,2,1,2012,19
6,0.385318210459987,2,1,2012,20
6,0.190296156269692,2,1,2012,21
6,0.364051669817265,2,1,2012,22
6,0.360113421550095,2,1,2012,23
6,0.192186515437934,3,1,2012,0
6,0.328607435412728,3,1,2012,1
6,0.271739130434783,3,1,2012,2
6,0.273471959672338,3,1,2012,3
6,0.171077504725898,3,1,2012,4
6,0.0499369880277253,3,1,2012,5
6,0.0119722747321991,3,1,2012,6
6,0.0253623188405798,3,1,2012,7
6,0.284971644612476,3,1,2012,8
6,0.568052930056711,3,1,2012,9
6,0.764965343415249,3,1,2012,10
6,0.524259609325771,3,1,2012,11
6,0.178166351606805,3,1,2012,12
6,0.110743541272842,3,1,2012,13
6,0.179111531190926,3,1,2012,14
6,0.211405166981726,3,1,2012,15
6,0.484247006931318,3,1,2012,16
6,0.221644612476371,3,1,2012,17
6,0.28481411468179,3,1,2012,18
6,0.486925015752992,3,1,2012,19
6,0.516698172652803,3,1,2012,20
6,0.331127914303718,3,1,2012,21
