ZONEID,TARGETVAR,Day,Month,Year,Hour
2,0.59627268732559,1,1,2012,1
2,0.411180160893211,1,1,2012,2
2,0.167242796345615,1,1,2012,3
2,0.0373261661981498,1,1,2012,4
2,0.0512063381443063,1,1,2012,5
2,0.042144441145384,1,1,2012,6
2,0.210377417791448,1,1,2012,7
2,0.455914985863797,1,1,2012,8
2,0.531133134216833,1,1,2012,9
2,0.403347154410182,1,1,2012,10
2,0.494151763082635,1,1,2012,11
2,0.549645909160755,1,1,2012,12
2,0.482897325093077,1,1,2012,13
2,0.68935823607877,1,1,2012,14
2,0.679261956264153,1,1,2012,15
2,0.698782607959662,1,1,2012,16
2,0.688120518128708,1,1,2012,17
2,0.669103792928193,1,1,2012,18
2,0.670765882350447,1,1,2012,19
2,0.669819904565242,1,1,2012,20
2,0.678422075208256,1,1,2012,21
2,0.712945690260348,1,1,2012,22
2,0.736135288538479,1,1,2012,23
2,0.74944080996525,2,1,2012,0
2,0.517385576944892,2,1,2012,1
2,0.358196813915493,2,1,2012,2
2,0.214541465811055,2,1,2012,3
2,0.0963566738866762,2,1,2012,4
2,0.572234344914993,2,1,2012,5
2,0.534377734276943,2,1,2012,6
2,0.517332525610038,2,1,2012,7
2,0.58449664064686,2,1,2012,8
2,0.382659507600923,2,1,2012,9
2,0.197611195564587,2,1,2012,10
2,0.188390163570383,2,1,2012,11
2,0.246306721539613,2,1,2012,12
2,0.171442209941657,2,1,2012,13
2,0.106346864100465,2,1,2012,14
2,0.123745700017811,2,1,2012,15
2,0.103084580658098,2,1,2012,16
2,0.15703158880328,2,1,2012,17
2,0.234875479429474,2,1,2012,18
2,0.104746664139953,2,1,2012,19
2,0.0800983103858539,2,1,2012,20
2,0.0758900539106018,2,1,2012,21
2,0.0643261923739276,2,1,2012,22
2,0.0570589947191556,2,1,2012,23
2,0.0485275516647742,3,1,2012,0
2,0.0527446510192353,3,1,2012,1
2,0.0753419225242027,3,1,2012,2
2,0.0583143972395561,3,1,2012,3
2,0.0384047527171698,3,1,2012,4
2,0.0552024094775021,3,1,2012,5
2,0.199379368647271,3,1,2012,6
2,0.426563280137861,3,1,2012,7
2,0.300801869387754,3,1,2012,8
2,0.228907887998427,3,1,2012,9
2,0.21692850143301,3,1,2012,10
2,0.412232236595803,3,1,2012,11
2,0.62695051246784,3,1,2012,12
2,0.69476000798884,3,1,2012,13
2,0.688394586792107,3,1,2012,14
2,0.671667652868087,3,1,2012,15
2,0.672861170679064,3,1,2012,16
2,0.632644036423566,3,1,2012,17
2,0.608658746535904,3,1,2012,18
2,0.617163669269218,3,1,2012,19
2,0.605334580760273,3,1,2012,20
2,0.657787478545771,3,1,2012,21
2,0.685618544086316,3,1,2012,22
2,0.682144083818452,3,1,2012,23
2,0.659131287284741,4,1,2012,0
2,0.661845434588389,4,1,2012,1
2,0.670836607562919,4,1,2012,2
2,0.609268767384045,4,1,2012,3
2,0.561360071130063,4,1,2012,4
2,0.635862109034129,4,1,2012,5
2,0.614882724436171,4,1,2012,6
2,0.584673457836321,4,1,2012,7
2,0.676547811336665,4,1,2012,8
2,0.669890639282355,4,1,2012,9
2,0.666548779431747,4,1,2012,10
2,0.639663692864486,4,1,2012,11
2,0.582436715518519,4,1,2012,12
2,0.615545783550287,4,1,2012,13
2,0.610258947684496,4,1,2012,14
2,0.634297278214292,4,1,2012,15
2,0.61318528488252,4,1,2012,16
2,0.554755945658287,4,1,2012,17
2,0.532379703362665,4,1,2012,18
2,0.560263802416864,4,1,2012,19
2,0.558371870608054,4,1,2012,20
2,0.51919795135474,4,1,2012,21
2,0.382783285336328,4,1,2012,22
2,0.308431540736415,4,1,2012,23
2,0.286842125785676,5,1,2012,0
2,0.270566081278756,5,1,2012,1
2,0.296027796955764,5,1,2012,2
2,0.385523954149123,5,1,2012,3
2,0.399837325001642,5,1,2012,4
2,0.469397314975388,5,1,2012,5
2,0.618410239603129,5,1,2012,6
2,0.666601822450041,5,1,2012,7
2,0.695007557519252,5,1,2012,8
